egoid, lcStateM, lcStateR, lcMode, posX, posY, speed, acce, latSpeed, yaw_angle, leader_dis, leader_delta_v
IDM
egoid, lcStateM, lcStateR, lcMode, posX, posY, speed, acce, latSpeed, yaw_angle, leader_dis, leader_delta_v
IDM
egoid, lcStateM, lcStateR, lcMode, posX, posY, speed, acce, latSpeed, yaw_angle, leader_dis, leader_delta_v
IDM
egoid, lcStateM, lcStateR, lcMode, posX, posY, speed, acce, latSpeed, yaw_angle, leader_dis, leader_delta_v
IDM
egoid, lcStateM, lcStateR, lcMode, posX, posY, speed, acce, latSpeed, yaw_angle, leader_dis, leader_delta_v
IDM
egoid, lcStateM, lcStateR, lcMode, posX, posY, speed, acce, latSpeed, yaw_angle, leader_dis, leader_delta_v
IDM
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 7.828544066064789, -1.875, 3.611419270507536, 2.4849209465454924, 0.0, 0.0, 11.594791606342262, -6.408718832600071
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 8.202121600535024, -1.875, 3.860131418897168, 2.4871214838963196, 0.0, 0.0, 12.232367054661614, -6.342790133786977
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 8.600570528170001, -1.875, 4.108847133802372, 2.487157149052037, 0.0, 0.0, 12.8630525571414, -6.2709199158087126
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 9.023880666169333, -1.875, 4.357355626184258, 2.4850849238188655, 0.0, 0.0, 13.486258391445528, -6.193196770273863
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 9.472020811844553, -1.875, 4.6054472873201275, 2.4809166113586922, 0.0, 0.0, 14.101404946912382, -6.1097343390631975
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 9.944938686744011, -1.875, 4.8529102106690445, 2.4746292334891695, 0.0, 0.0, 14.70792543913165, -6.020675505322222
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 10.442560574356792, -1.875, 5.099527541586566, 2.4661733091752147, 0.0, 0.0, 15.305268981464373, -5.926195341332248
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 10.964790727031117, -1.875, 5.345075511899927, 2.455479703133614, 0.0, 0.0, 15.892903896496044, -5.826502959301172
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 11.51151060579987, -1.875, 5.58932206347513, 2.442465515752028, 0.0, 0.0, 16.470321163258987, -5.721842375957788
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 12.082578008825594, -1.875, 5.832025997039357, 2.427039335642265, 0.0, 0.0, 17.037037906089985, -5.612492480662177
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 12.677826138877677, -1.875, 6.072936604002313, 2.4091060696295674, 0.0, 0.0, 17.59260083935998, -5.498766184737791
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 13.297062656711073, -1.875, 6.311793752665575, 2.3885714866326158, 0.0, 0.0, 18.1365895897819, -5.381008823700488
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 13.94006876473889, -1.875, 6.5483284078907635, 2.3653465522518857, 0.0, 0.0, 18.66861982506186, -5.259595881898721
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 14.606598363448597, -1.875, 6.782263566303403, 2.3393515841263923, 0.0, 0.0, 19.188346124626918, -5.134930109402497
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 15.296377321182778, -1.875, 7.013315588380213, 2.3105202207681064, 0.0, 0.0, 19.695464535241218, -5.007438102883447
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 16.00910289585441, -1.875, 7.241195905052453, 2.278803166722394, 0.0, 0.0, 20.18971476164141, -4.8775664251204
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 16.744443344627907, -1.875, 7.465613070417446, 2.2441716536499356, 0.0, 0.0, 20.67088194995903, -4.745777341231904
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 17.502037754369947, -1.875, 7.686275124423349, 2.2066205400590277, 0.0, 0.0, 21.138798029693373, -4.612544253455048
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 18.281496121622776, -1.875, 7.902892220633264, 2.16617096209915, 0.0, 0.0, 21.593342588363814, -4.478346919953825
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 19.082399705907928, -1.875, 8.11517946506976, 2.1228724443649583, 0.0, 0.0, 22.034443261682686, -4.343666546423551
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 19.904301674331478, -1.875, 8.322859903401255, 2.076804383314954, 0.0, 0.0, 22.462075631093455, -4.208980841791876
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 20.746728048805203, -1.875, 8.525667586073228, 2.0280768267197224, 0.0, 0.0, 22.876262629717836, -4.0747591306957816
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 21.609178959863556, -1.875, 8.72335063509381, 1.9768304902058276, 0.0, 0.0, 23.27707346701341, -3.941457615215768
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 22.49113020325139, -1.875, 8.91567423266287, 1.9232359756905915, 0.0, 0.0, 23.664622091582917, -3.80951487617436
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 23.39203508744303, -1.875, 9.102423451169894, 1.8674921850702475, 0.0, 0.0, 24.039065220382877, -3.6793476998248273
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 24.311326552331174, -1.875, 9.28340584659294, 1.8098239542304562, 0.0, 0.0, 24.400599970811776, -3.5513473087532237
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 25.248419531816683, -1.875, 9.458453743117216, 1.7504789652427633, 0.0, 0.0, 24.749461139561152, -3.4258760662343644
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 26.202713526259526, -1.875, 9.627426145739644, 1.6897240262242796, 0.0, 0.0, 25.085918178435296, -3.3032647112485023
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 27.173595345015965, -1.875, 9.790210229389235, 1.6278408364959063, 0.0, 0.0, 25.410271922357857, -3.1838101672026387
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 28.160441974841365, -1.875, 9.946722367118694, 1.5651213772945916, 0.0, 0.0, 25.722851128298753, -3.0677739516152336
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 29.16262352697175, -1.875, 10.096908675489024, 1.5018630837032987, 0.0, 0.0, 26.02400888574315, -2.9553811972726276
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 30.179506214323432, -1.875, 10.240745071544628, 1.438363960556046, 0.0, 0.0, 26.314118959527157, -2.846820278407437
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 31.210455310495067, -1.875, 10.378236851888097, 1.3749178034346876, 0.0, 0.0, 26.5935721244015, -2.742243019079348
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 32.25483804406282, -1.875, 10.50941781946703, 1.3118096757893305, 0.0, 0.0, 26.862772547651687, -2.641765445924312
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 33.31202638488776, -1.875, 10.634348997031768, 1.2493117756473815, 0.0, 0.0, 27.121997405969438, -2.5427317204306217
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 34.38139851467943, -1.875, 10.753093598801676, 1.1874460176990809, 0.0, 0.0, 27.37141649734008, -2.4456501069822387
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 35.46234028550815, -1.875, 10.865741817772662, 1.1264821897098543, 0.0, 0.0, 27.623349097089758, -2.593001888011253
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 36.55435285771289, -1.875, 10.974509626322225, 1.0876780854956358, 0.0, 0.0, 27.890210895463404, -2.7442340794616893
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 37.65705122056346, -1.875, 11.079457630689122, 1.0494800436689644, 0.0, 0.0, 28.16180626676727, -2.6876733466157603
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 38.76996986010346, -1.875, 11.17891516011087, 0.9945752942174835, 0.0, 0.0, 28.42560072495776, -2.588215817194012
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 39.89254836853594, -1.875, 11.272655008538713, 0.9373984842784289, 0.0, 0.0, 28.679735314255765, -2.494475968766169
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 41.02422506537862, -1.875, 11.360878928314897, 0.8822391977618338, 0.0, 0.0, 28.92477171514357, -2.4062520489899857
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 42.164458968868935, -1.875, 11.44379914149141, 0.8292021317651432, 0.0, 0.0, 29.161250909383746, -2.3233318358134714
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 43.312730711240974, -1.875, 11.521635705949308, 0.7783656445789688, 0.0, 0.0, 29.389692264742195, -2.2454952713555745
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 44.468543197933094, -1.875, 11.59461402789304, 0.7297832194373299, 0.0, 0.0, 29.61059287578056, -2.1725169494118415
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 45.631422027003886, -1.875, 11.662962553522766, 0.6834852562972493, 0.0, 0.0, 29.824427144440257, -2.1041684237821165
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 46.80091568785089, -1.875, 11.726910663417332, 0.6394810989456623, 0.0, 0.0, 30.03164658132374, -2.0402203138875503
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 47.97659556024711, -1.875, 11.7866867845071, 0.5977612108976871, 0.0, 0.0, 30.232679806658005, -1.9804441927977816
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 49.15805573580971, -1.875, 11.84251672674492, 0.5582994223781945, 0.0, 0.0, 30.427932728825894, -1.9246142505599622
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 50.34491268439017, -1.875, 11.894622244864193, 0.5210551811927289, 0.0, 0.0, 30.617788877975926, -1.8725087324406893
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 51.53680478763471, -1.875, 11.94321982002656, 0.48597575162366624, 0.0, 0.0, 30.802609872461872, -1.8239111572783226
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 52.733391761221846, -1.875, 11.988519651716329, 0.45299831689769476, 0.0, 0.0, 30.982735996605214, -1.7786113255885532
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 53.93435398615196, -1.875, 12.030724846885784, 0.4220519516945487, 0.0, 0.0, 31.158486869405593, -1.7364061304190983
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 55.13939176804647, -1.875, 12.07003079100454, 0.3930594411875532, 0.0, 0.0, 31.330162185241562, -1.697100186300343
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 56.348224541806744, -1.875, 12.106624684200888, 0.3659389319634876, 0.0, 0.0, 31.49804250921178, -1.6605062931039942
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 57.56059003726545, -1.875, 12.140685224973142, 0.34060540772253844, 0.0, 0.0, 31.662390111483568, -1.6264457523317404
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 58.77624341970714, -1.875, 12.172382423860796, 0.3169719888765421, 0.0, 0.0, 31.82344982677236, -1.5947485534440862
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 59.99495641739367, -1.875, 12.201877529869487, 0.2949510600869054, 0.0, 0.0, 31.98144992681633, -1.5652534474353956
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 61.21651644654818, -1.875, 12.229323053220643, 0.27445523351156353, 0.0, 0.0, 32.13660299539231, -1.5378079240842393
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 62.44072574266121, -1.875, 12.254862869040123, 0.2553981581947973, 0.0, 0.0, 32.28910679700976, -1.5122681082647595
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 63.66740050550413, -1.875, 12.278632387818408, 0.23769518778285814, 0.0, 0.0, 32.43914513189732, -1.4884985894864737
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 64.89637006388465, -1.875, 12.300758779791945, 0.22126391973536386, 0.0, 0.0, 32.586888671247294, -1.4663721975129373
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 66.12747606496171, -1.875, 12.321361241749441, 0.20602461957496487, 0.0, 0.0, 32.732495767900716, -1.4457697355554409
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 67.36057169185472, -1.875, 12.340551296110645, 0.1919005436120358, 0.0, 0.0, 32.8761132387382, -1.4265796811942373
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 68.59552091233137, -1.875, 12.35843311342229, 0.17881817311645065, 0.0, 0.0, 33.017877115992036, -1.4086978638825922
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 69.83219776053454, -1.875, 12.37510385064132, 0.1667073721903023, 0.0, 0.0, 33.15791336551935, -1.392027126663562
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 71.07048565300222, -1.875, 12.390653998712228, 0.1555014807090771, 0.0, 0.0, 33.296338570782154, -1.3764769785926543
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 72.31027673963702, -1.875, 12.405167733983644, 0.14513735271416195, 0.0, 0.0, 33.433260581877846, -1.361963243321238
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 73.55147128978345, -1.875, 12.41872326894493, 0.13555534961286142, 0.0, 0.0, 33.5687791294619, -1.348407708359952
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 74.79397711316052, -1.875, 12.431393198596428, 0.12669929651497824, 0.0, 0.0, 33.702986403815316, -1.3357377787084541
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 76.03770901506535, -1.875, 12.443244839500144, 0.11851640903715932, 0.0, 0.0, 33.83596759964098, -1.3238861378047382
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 77.28258828500017, -1.875, 12.454340559196355, 0.11095719696211148, 0.0, 0.0, 33.96780142743664, -1.312790418108527
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 78.5285422176711, -1.875, 12.464738094222334, 0.103975350259784, 0.0, 0.0, 34.0985605924962, -1.3023928830825486
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b11001010101, 79.7755036651542, -1.875, 12.474490855439642, 0.09752761217308503, 0.0, 0.0, 34.228312242743584, -1.2926401218652401
ego_lane.2, 0b1000000000000001, 0b1000000000000001, 0b0, 81.02341061891488, -1.875, 12.483648219773997, 0.09157364334354767, 0.0, 0.0, 34.357118386713395, -1.2834827575308854
ego_lane.2, 0b10000010, 0b10000010, 0b0, 82.27220582029379, -1.865, 12.492255807804227, 0.08607588030230318, 0.10000000000000009, 0.008004788377812893, 34.48503628306497, -1.274875169500655
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 83.5218363980296, -1.845, 12.50035574691207, 0.08099939107843568, 0.20000000000000018, 0.015998179649789723, 34.612118803059644, -1.2667752303928115
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 84.77225353137167, -1.815, 12.507986919929412, 0.07631173017340842, 0.30000000000000027, 0.023980077314173273, 34.73841476744806, -1.2591440573754706
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 86.0234121373382, -1.775, 12.515185199400939, 0.07198279471527513, 0.40000000000000036, 0.03195029676643349, 34.86396925921204, -1.2519457779039431
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 87.27527058069444, -1.725, 12.521983667723942, 0.06798468323003348, 0.4999999999999982, 0.039908574872244654, 34.98882391358629, -1.2451473095809398
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 88.52779040525758, -1.665, 12.528412823538753, 0.06429155814810628, 0.6000000000000005, 0.04785457873738342, 35.11301718675364, -1.2387181537661291
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 89.78093608517591, -1.595, 12.534500774827967, 0.06087951289213578, 0.7000000000000006, 0.055787913737668594, 35.23658460456579, -1.2326302024769156
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 91.03467479487954, -1.515, 12.54027341924446, 0.05772644416493833, 0.8000000000000007, 0.06370813086785287, 35.35955899259265, -1.2268575580604217
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 92.28897619645332, -1.4249999999999998, 12.545754612231079, 0.05481192986618311, 0.9000000000000008, 0.07161473346426789, 35.48197068874936, -1.2213763650738034
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 93.54381224324098, -1.325, 12.550966323522136, 0.052117112910572416, 0.9999999999999987, 0.07950718335209177, 35.603847739692185, -1.2161646537827462
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 94.79915699854865, -1.225, 12.555928782631291, 0.049624591091550485, 0.9999999999999987, 0.0794758920401002, 35.725216082115, -1.2112021946735911
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 96.05498646837694, -1.125, 12.560660613934475, 0.047318313031841086, 1.0000000000000009, 0.07944607785927316, 35.8460997100172, -1.206470363370407
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 97.31127844717128, -1.025, 12.5651789619524, 0.045183480179247226, 1.0000000000000009, 0.07941762961381142, 35.96652082895335, -1.2019520153524823
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 98.56801237564022, -0.925, 12.569499607426549, 0.043206454741486766, 0.9999999999999987, 0.07939044514473483, 36.08649999821489, -1.1976313698783336
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 99.8251692097499, -0.825, 12.573637074766973, 0.041374673404241946, 1.0000000000000009, 0.07936443058994773, 36.2060562618357, -1.1934939025379094
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 101.08273130005978, -0.7249999999999999, 12.577604731430837, 0.039676566638640054, 1.0000000000000009, 0.07933949970415506, 36.325207269256296, -1.1895262458740454
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 102.34068228061976, -0.6249999999999998, 12.581414879768637, 0.038101483378003564, 1.0000000000000009, 0.07931557323394549, 36.443969386426815, -1.185716097536245
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 103.59900696670074, -0.5249999999999997, 12.585078841851095, 0.036639620824576724, 1.0000000000000009, 0.07929257834368941, 36.56235779807632, -1.1820521354537874
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 104.85769126068153, -0.4249999999999996, 12.58860703776465, 0.0352819591355491, 1.0000000000000009, 0.07927044808822922, 36.680386601826015, -1.1785239395402325
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 106.11672206546166, -0.3249999999999995, 12.592009057837815, 0.03402020073165701, 1.0000000000000009, 0.0792491209286357, 36.79806889477638, -1.1751219194670668
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 107.37608720481529, -0.22499999999999964, 12.595293729234836, 0.03284671397020489, 0.9999999999999987, 0.07922854028758634, 36.91541685315323, -1.1718372480700463
ego_lane.2, 0b1000000010000010, 0b1000000010000010, 0b0, 108.63577535014342, -0.12499999999999956, 12.59846917732744, 0.031754480926036166, 1.0000000000000009, 0.07920865414118564, 37.03244180555561, -1.1686617999774427
ego_lane.2, 0b10000010, 0b10000010, 0b0, 109.85062226787615, -0.024999999999999467, 11.69846917732744, -9.000000000000004, 1.0000000000000009, 0.08527397264988422, 37.19430798555335, -2.068661799977443
ego_lane.2, 0b10000010, 0b10000010, 0b0, 110.97546918560887, 0.07500000000000084, 10.798469177327439, -9.000000000000004, 19.500000000000007, 1.0650650889548003, 2.0265788679282934, -0.30624655581309135
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 112.01031610334165, 0.17500000000000093, 9.898469177327438, -9.000000000000004, 1.0000000000000009, 0.10068411581833246, 2.1019629516966347, -1.201435119553837
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 112.95516302107438, 0.275000000000001, 8.998469177327438, -9.000000000000004, 1.0000000000000009, 0.11067589288023753, 2.266879826834, -2.096902383193555
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 113.82132498281709, 0.3750000000000011, 8.324770057526791, -6.736991198006468, 1.0000000000000009, 0.1195506099818702, 2.510042801207433, -2.7663571042749897
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 114.6358079127647, 0.4750000000000012, 7.964888541425796, -3.598815161009954, 1.0000000000000009, 0.1248975152340003, 2.804483920774828, -3.122465287072889
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 115.4219180650602, 0.5750000000000013, 7.757314504483664, -2.0757403694213217, 1.0000000000000009, 0.12820355161092, 3.1269518574992077, -3.3268934474148404
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 116.19173730008758, 0.6750000000000014, 7.63907019606409, -1.1824430841957412, 1.0000000000000009, 0.13016582785411784, 3.465433167486509, -3.442732752331178
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 116.95262142769703, 0.7750000000000015, 7.57861235612485, -0.6045783993923948, 1.0000000000000009, 0.13119238877424344, 3.81264212602791, -3.5014464184968936
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 117.70944424081391, 0.8750000000000013, 7.557843906212775, -0.2076844991207505, 0.9999999999999987, 0.1315487575584209, 4.1637674058731164, -3.521059178407161
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 118.46560831053313, 0.9750000000000014, 7.565437488171486, 0.07593581958710516, 1.0000000000000009, 0.1314182351912271, 4.515462016330105, -3.5128330307324935
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 119.22357272253133, 1.0750000000000015, 7.593850751792444, 0.2841326362095842, 1.0000000000000009, 0.13093212961443046, 4.865316233411463, -3.484251310894755
ego_lane.2, 0b1000000000000000000000000000000, 0b1000000000000000000000000000000, 0b0, 119.98515633639815, 1.1750000000000014, 7.637821525543955, 0.43970773751510706, 0.9999999999999987, 0.13018686842257188, 5.211554945938303, -3.4405229396418564
