egoid, lanePos, latPos, speed, latSpeed, lcState, latAcce, action, laneIndex, tgtlane, origLane
lane1.10, 5.1, 4.800000000000001, 0.0, 0.0, 0b1000000000000000000000000000000, 0.0, 0, 1, 1, 1
lane1.10, 5.100385261976226, 4.800000000000001, 0.0077052395245201626, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.106032707661519, 4.800000000000001, 0.10524367418133108, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.123935911852678, 4.800000000000001, 0.2528204096418547, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.158124205894319, 4.800000000000001, 0.43094547119096005, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.211120305545567, 4.800000000000001, 0.6289765218339924, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.284600970514075, 4.800000000000001, 0.840636777536157, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.379732821615552, 4.800000000000001, 1.0620002444934031, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.497354647990758, 4.800000000000001, 1.2904362830107121, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.638083766424685, 4.800000000000001, 1.5241460856678208, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.802387169452667, 4.800000000000001, 1.7619219748918433, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 5.990628034093447, 4.800000000000001, 2.002895317923762, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 6.203094096729528, 4.800000000000001, 2.2464259347978452, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 6.440016986435058, 4.800000000000001, 2.492031859312756, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 6.701585746083126, 4.800000000000001, 2.7393433336485913, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 6.987956505223909, 4.800000000000001, 2.98807184916708, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 7.299259538049259, 4.800000000000001, 3.2379888073399052, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 7.635604503105455, 4.800000000000001, 3.4889104937840116, 0.0, 0b1000000000000001, 0.0, 0, 1, 0, 1
lane1.10, 7.997084389480056, 4.800000000000001, 3.740687233708021, 0.0, 0b0, 0.0, 0, 1, 0, 1
