egoid, lanePos, latPos, speed, latSpeed, lcState, latAcce, action
lane1.0, 5.1, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000000000000000000, 0.0, 0
lane1.0, 8.150477000887314, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 11.20095400177463, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 14.251431002661946, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 17.30190800354926, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 20.352385004436577, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 23.402862005323893, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 26.45333900621121, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 29.503816007098525, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 32.55429300798584, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 35.60477000887315, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 38.655247009760465, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 41.70572401064778, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 44.75620101153509, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 47.8066780124224, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 50.857155013309715, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 53.90763201419703, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 56.95810901508434, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 60.00858601597165, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 63.059063016858964, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 66.10954001774628, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 69.1600170186336, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 72.21049401952091, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 75.26097102040822, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 78.31144802129553, 4.800000000000001, 30.504770008873148, 0.0, 0b1000000000000000, 0.0, 0
lane1.0, 81.35815746468651, 4.790000000000001, 30.42941885894658, -0.09999999999999787, 0b110001100, -0.9999999999999787, 1
lane1.0, 84.3974194291578, 4.7700000000000005, 30.355820430479053, -0.20000000000000462, 0b110001100, -1.0000000000000675, 1
lane1.0, 87.42940359087854, 4.740000000000001, 30.283862803935758, -0.2999999999999936, 0b110001100, -0.9999999999998899, 1
lane1.0, 90.45426867573306, 4.700000000000001, 30.21343889315468, -0.40000000000000036, 0b110001100, -1.0000000000000675, 1
lane1.0, 93.472162924724, 4.65, 30.144446086664043, -0.5000000000000071, 0b110001100, -1.0000000000000675, 1
lane1.0, 96.48322452482371, 4.590000000000001, 30.076785915330145, -0.5999999999999961, 0b110001100, -0.9999999999998899, 1
lane1.0, 99.48758200777974, 4.5200000000000005, 30.0103637437904, -0.7000000000000028, 0b110001100, -1.0000000000000675, 1
lane1.0, 102.48535461913892, 4.44, 29.945088483393274, -0.8000000000000007, 0b110001100, -0.9999999999999787, 1
lane1.0, 105.47665265953867, 4.3500000000000005, 29.88087232460172, -0.8999999999999986, 0b110001100, -0.9999999999999787, 1
lane1.0, 108.46157780011994, 4.250000000000001, 29.817630487023738, -0.9999999999999964, 0b110001100, -0.9999999999999787, 1
lane1.0, 111.44022337374196, 4.15, 29.755280985416523, -1.0000000000000053, 0b110001100, -8.881784197001252e-14, 1
lane1.0, 114.41267464352141, 4.050000000000001, 29.693744410172563, -0.9999999999999964, 0b110001100, 8.881784197001252e-14, 1
lane1.0, 117.379009050077, 3.9500000000000006, 29.632943720939338, -1.0000000000000009, 0b110001100, -4.440892098500626e-14, 1
lane1.0, 120.33929643873155, 3.8500000000000005, 29.57280405215158, -1.0000000000000009, 0b110001100, 0.0, 1
lane1.0, 123.29359926780754, 3.750000000000001, 29.51325252936825, -0.9999999999999964, 0b110001100, 4.440892098500626e-14, 1
lane1.0, 126.24197279904631, 3.750000000000001, 29.454218095407196, 0.0, 0b1000, 9.999999999999964, 0
lane1.0, 129.20039460858703, 3.750000000000001, 29.714218095407197, 0.0, 0b1000, 0.0, 0
lane1.0, 132.18481641812775, 3.750000000000001, 29.9742180954072, 0.0, 0b1000, 0.0, 0
lane1.0, 135.19523822766848, 3.750000000000001, 30.2342180954072, 0.0, 0b1000, 0.0, 0
lane1.0, 138.2316600372092, 3.750000000000001, 30.494218095407202, 0.0, 0b1000, 0.0, 0
lane1.0, 141.28160944242322, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 144.33208644331054, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 147.38256344419787, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 150.4330404450852, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 153.48351744597252, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 156.53399444685985, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 159.58447144774718, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 162.6349484486345, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 165.68542544952183, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 168.73590245040916, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 171.78637945129648, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 174.8368564521838, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 177.88733345307114, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 180.93781045395846, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 183.9882874548458, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 187.03876445573312, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 190.08924145662044, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 193.13971845750777, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 196.1901954583951, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 199.24067245928242, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 202.29114946016975, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 205.34162646105707, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 208.3921034619444, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 211.44258046283173, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 214.49305746371905, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 217.54353446460638, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 220.5940114654937, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 223.64448846638103, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 226.69496546726836, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 229.7454424681557, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 232.795919469043, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 235.84639646993034, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 238.89687347081767, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 241.947350471705, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 244.99782747259232, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 248.04830447347965, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 251.09878147436697, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 254.1492584752543, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 257.1997354761416, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 260.2502124770289, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 263.30068947791625, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 266.3511664788036, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 269.4016434796909, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 272.45212048057823, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 275.50259748146556, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 278.5530744823529, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 281.6035514832402, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 284.65402848412754, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 287.70450548501486, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 290.7549824859022, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 293.8054594867895, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 296.85593648767684, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 299.90641348856417, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 302.9568904894515, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 306.0073674903388, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 309.05784449122615, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 312.1083214921135, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 315.1587984930008, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 318.20927549388813, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 321.25975249477546, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 324.3102294956628, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 327.3607064965501, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 330.41118349743743, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 333.46166049832476, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 336.5121374992121, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 339.5626145000994, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 342.61309150098674, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 345.66356850187407, 3.750000000000001, 30.504770008873148, 0.0, 0b1000, 0.0, 0
lane1.0, 348.7067978426939, 3.750000000000001, 30.35981680752348, 0.0, 0b1000, 0.0, 0
lane1.0, 351.7229727543175, 3.750000000000001, 29.96368142494756, 0.0, 0b1000, 0.0, 0
lane1.0, 354.69684089681226, 3.750000000000001, 29.51368142494756, 0.0, 0b1000, 0.0, 0
