egoid, lanePos, dis2leader, speed, acce, leader_lanePos, leader_speed
lane1.2, 329.5823149384654, 31.436986408968153, 24.138673943115833, 0.37366372066806264, 361.01930134743355, 24.946613912993215
lane1.2, 331.9982982943085, 31.515664444424374, 24.180993173745847, 0.4231923063001375, 363.51396273873286, 24.946613912993215
lane1.2, 334.4184018089218, 31.59022232111039, 24.221077118520288, 0.40083944774440994, 366.00862413003216, 24.946613912993215
lane1.2, 336.84240742247306, 31.660878098858404, 24.25903515250579, 0.3795803398550035, 368.50328552133146, 24.946613912993215
lane1.2, 339.2701078030931, 31.727839109537683, 24.294972459894776, 0.35937307388987705, 370.99794691263077, 24.946613912993215
lane1.2, 341.70130592913085, 31.791302374799216, 24.328990060860566, 0.3401760096578954, 373.49260830393007, 24.946613912993215
lane1.2, 344.1358146749758, 31.85145502025358, 24.361184856038072, 0.32194795177506563, 375.9872696952294, 24.946613912993215
lane1.2, 346.5734564020919, 31.908474684436783, 24.391649686284296, 0.3046483024622404, 378.4819310865287, 24.946613912993215
lane1.2, 349.0140625566831, 31.962529921144892, 24.42047340553941, 0.28823719255115066, 380.976592477828, 24.946613912993215
lane1.2, 351.45747327519894, 32.013780593928345, 24.447740964777317, 0.27267559237905914, 383.4712538691273, 24.946613912993215
lane1.2, 353.90353699869786, 32.062378261728725, 24.473533505201328, 0.2579254042401047, 385.9659152604266, 24.946613912993215
lane1.2, 356.3521100969081, 32.10846655481777, 24.497928459003845, 0.24394953802516994, 388.4605766517259, 24.946613912993215
