egoid, lanePos, dis2leader, speed, acce, leader_lanePos, leader_speed
lane1.2, 4.626125534737194, 35.899732687155726, 24.579515366044426, 0.0698122519112232, 40.52585822189292, 23.79870841384156
lane1.2, 7.084354654933842, 35.82132441041973, 24.585067037888518, 0.05551671844091999, 42.90567906535357, 23.797708455371495
lane1.2, 9.543072355291802, 35.7423378084827, 24.589286969270695, 0.042199313821775775, 45.2854101637745, 23.796913513047155
lane1.2, 12.002150116524035, 35.66292132004498, 24.592268255373988, 0.02981286103292291, 47.665071436569015, 23.796311942843133
lane1.2, 14.461468498793634, 35.58321317142175, 24.594099390017988, 0.018311346440000875, 50.04468167021538, 23.795892730084294
lane1.2, 16.92091668786873, 35.50334189156513, 24.594864391483892, 0.007650014659041915, 52.424258579433854, 23.795645454285197
lane1.2, 19.38039205423958, 35.423426810713316, 24.59464293593309, -0.0022145555080044232, 54.803818864952895, 23.79556025609565
lane1.2, 21.83979972587162, 35.34357854219669, 24.593510496707786, -0.011324392253051485, 57.18337826806831, 23.79562780621259
lane1.2, 24.2990521751058, 35.263899447079595, 24.59153848797577, -0.019720087320145296, 59.562951622185395, 23.795839276129044
lane1.2, 26.75806882007192, 35.18448408144996, 24.588794411346584, -0.027440766291881857, 61.94255290152188, 23.79618631060057
lane1.2, 29.216775640851335, 35.10541962628649, 24.585342004241735, -0.034524071048487315, 64.32219526713783, 23.79666100171834
lane1.2, 31.675104810510778, 35.02678629993727, 24.581241388947124, -0.04100615294611032, 66.70189111044805, 23.797255864486118
lane1.2, 34.13299434102868, 34.94865775333396, 24.576549221410826, -0.046921675362980864, 69.08165209436264, 23.79796381380582
lane1.2, 36.59038774404793, 34.87110144814416, 24.571318838974175, -0.05230382436650416, 71.46148919219209, 23.79877814278309
lane1.2, 39.04723370631356, 34.79417901813122, 24.565600406338465, -0.05718432635710258, 73.84141272444478, 23.799692502270577
lane1.2, 41.503485779589184, 34.71794661404775, 24.559441059173995, -0.06159347164469864, 76.22143239363693, 23.800700881572375
lane1.2, 43.95910208479153, 34.64245523243593, 24.552885044872916, -0.06556014301079216, 78.60155731722746, 23.801797590238305
lane1.2, 46.414045030036824, 34.567751028746635, 24.54597386003289, -0.06911184840024731, 80.98179605878346, 23.802977240881667
lane1.2, 48.868281042255234, 34.49387561522023, 24.538746384335354, -0.0722747569753679, 83.36215665747547, 23.80423473295854
lane1.2, 51.32178031199954, 34.4208663439964, 24.531239010550745, -0.07507373784608973, 85.74264665599594, 23.80556523745086
lane1.2, 53.77451655105028, 34.34875657593817, 24.523485770464106, -0.07753240086639579, 88.12327312698845, 23.80696418239934
lane1.2, 56.2264667624019, 34.27757593566831, 24.51551845656825, -0.07967313895857586, 90.50404269807021, 23.80842723923589
lane1.2, 58.67761102220127, 34.207350553324154, 24.5073667394191, -0.08151717149146975, 92.88496157552542, 23.809950309868398
lane1.2, 61.12793227320169, 34.138103293540844, 24.499058280589214, -0.083084588298874, 95.26603556674253, 23.811529514473854
lane1.2, 63.57741612929071, 34.06985397217345, 24.490618841191306, -0.08439439397907478, 97.64727010146416, 23.813161179958563
lane1.2, 66.02605069064901, 34.00261956126542, 24.482072385974714, -0.08546455216592364, 100.02867025191443, 23.81484182904687
lane1.2, 68.47382636909896, 33.93641438276593, 24.4734411830241, -0.08631202950613925, 102.41024075186489, 23.816568169962192
lane1.2, 70.92073572320578, 33.87125029149054, 24.464745899112295, -0.08695283911805518, 104.79198601469632, 23.818337086666475
lane1.2, 73.3667733027003, 33.80713684781065, 24.4560056907779, -0.08740208334394595, 107.17391015051095, 23.82014562962623
lane1.2, 75.8119355017999, 33.74408148054613, 24.447238291214095, -0.08767399563804901, 109.55601698234602, 23.821991007075347
lane1.2, 78.25622042101398, 33.682089640523145, 24.438460093067725, -0.08778198146369931, 111.93831006153712, 23.82387057674664
lane1.2, 80.69962773703027, 33.62116494524648, 24.429686227258138, -0.08773865809587278, 114.32079268227675, 23.825781838045767
lane1.2, 83.14215858028983, 33.56130931512135, 24.42093063793322, -0.08755589324916713, 116.70346789541118, 23.82772242464288
lane1.2, 85.5838154198708, 33.50252310164545, 24.412206153686213, -0.0872448424700778, 119.08633852151625, 23.829690097458652
lane1.2, 88.02460195531317, 33.444805207977154, 24.403524555161233, -0.08681598524979961, 121.46940716329033, 23.831682738022902
lane1.2, 90.46452301503015, 33.38815320227057, 24.39489663917844, -0.08627915982792445, 123.85267621730073, 23.83369834218516
lane1.2, 92.90358446096464, 33.332563424153236, 24.38633227951134, -0.08564359667101229, 126.23614788511787, 23.835735014157873
lane1.2, 95.34179309916267, 33.2780310847068, 24.377840484449308, -0.08491795062031571, 128.61982418386947, 23.837790960874
lane1.2, 97.77915659594905, 33.224550360296206, 24.369429451278084, -0.08411033171224602, 131.00370695624525, 23.839864486641797
lane1.2, 100.21568339940345, 33.17211448057793, 24.361106617809757, -0.08322833468326962, 133.38779787998138, 23.84195398808065
lane1.2, 102.65138266584853, 33.12071581100301, 24.35287871109198, -0.08227906717777955, 135.77209847685154, 23.844057949322675
lane1.2, 105.08626419107432, 33.070345930116645, 24.34475179342381, -0.08126917668167977, 138.15661012119097, 23.846174937465726
lane1.2, 107.52033834603564, 33.02099570194183, 24.336731305802704, -0.08020487621106298, 140.54133404797747, 23.84830359826425
lane1.2, 109.95361601677199, 32.972655343720945, 24.32882210892408, -0.07909196878625124, 142.92627136049293, 23.850442652045185
lane1.2, 112.38610854831076, 32.92531448927629, 24.321028521851396, -0.07793587072683295, 145.31142303758705, 23.852590889836858
lane1.2, 114.81782769232689, 32.878962248236974, 24.313354358471017, -0.07674163380379184, 147.69678994056386, 23.854747169699436
lane1.2, 117.24878555834256, 32.83358726136858, 24.305802961842343, -0.07551396628674212, 150.08237281971114, 23.856910413246265
lane1.2, 119.67899456826217, 32.78917775222857, 24.298377236549694, -0.07425725292648622, 152.46817232049074, 23.85907960234584
lane1.2, 122.10846741404758, 32.74572157536018, 24.291079679158532, -0.07297557391162002, 154.85418898940776, 23.861253775994893
lane1.2, 124.53721701834924, 32.70320626122593, 24.28391240687449, -0.07167272284043236, 157.24042327957517, 23.86343202735348
lane1.2, 126.96525649791795, 32.66161905807158, 24.276877184499703, -0.07035222374785377, 159.62687555598953, 23.86561350093355
lane1.2, 129.39259912963178, 32.62094697090106, 24.26997544977695, -0.06901734722752906, 162.01354610053284, 23.867797389932857
lane1.2, 131.81925831898104, 32.581176797733775, 24.263208337208113, -0.06767112568837774, 164.40043511671482, 23.869982933706602
lane1.2, 134.24524757086294, 32.54229516330568, 24.256576700429658, -0.06631636778454464, 166.78754273416862, 23.872169415369523
lane1.2, 136.67058046254562, 32.50428855036756, 24.25008113322401, -0.06495567205647035, 169.17486901291318, 23.874356159521646
lane1.2, 139.0952706186689, 32.467143328724916, 24.243721989241966, -0.06359143982045623, 171.56241394739382, 23.87654253009119
lane1.2, 141.5193316881564, 32.43084578215641, 24.237499400507744, -0.06222588734221546, 173.9501774703128, 23.87872792828849
lane1.2, 143.94277732292053, 32.39538213333995, 24.23141329477477, -0.06086105732972413, 176.33815945626048, 23.8809117906652
lane1.2, 146.36562115824913, 32.36073856690828, 24.225463411796888, -0.059498829778839024, 178.7263597251574, 23.883093587273212
lane1.2, 148.78787679476778, 32.32690125074919, 24.21964931857647, -0.058140932204189255, 181.11477804551697, 23.885272819918203
lane1.2, 151.209557781879, 32.29385635565902, 24.213970423647805, -0.056788949286641355, 183.50341413753802, 23.887449020502785
lane1.2, 153.63067760258394, 32.26159007345194, 24.208425990451026, -0.05544433196778442, 185.89226767603589, 23.889621749454708
lane1.2, 156.05124965959894, 32.23008863362148, 24.203015149849072, -0.05410840601953737, 188.28133829322041, 23.89179059423565
lane1.2, 158.47128726268326, 32.19933831864526, 24.197736911837335, -0.05278238011737102, 190.67062558132852, 23.893955167926453
lane1.2, 160.89080361709978, 32.16932547801932, 24.192590176493052, -0.051467353442831154, 193.0601290951191, 23.89611510788483
lane1.2, 163.30981181313487, 32.14003654110206, 24.187573744208937, -0.05016432284115524, 195.44984835423693, 23.89827007447185
lane1.2, 165.72832481660797, 32.11145802884474, 24.18268632525317, -0.048874189557679415, 197.8397828454527, 23.900419749843586
lane1.2, 168.14635546030541, 32.0835765644797, 24.17792654869553, -0.04759776557637707, 200.2299320247851, 23.90256383680465
lane1.2, 170.56391643627705, 32.056378883234316, 24.17329297073734, -0.04633577958191637, 202.62029531951137, 23.904702057720357
lane1.2, 172.98102028893794, 32.02985184113368, 24.168784082480684, -0.04508888256655297, 205.01087213007162, 23.906834153484564
lane1.2, 175.3976794089205, 32.00398242295236, 24.16439831717056, -0.04385765310125578, 207.40166183187287, 23.908959882540287
lane1.2, 177.8139060276261, 31.97875774937131, 24.16013405694157, -0.04264260228989514, 209.79266377699741, 23.911079019950414
lane1.2, 180.22971221242813, 31.95416508339261, 24.15598963909911, -0.041444178424576705, 212.18387729582074, 23.913191356515924
lane1.2, 182.64510986248123, 31.93019183606225, 24.151963361963244, -0.04026277135867673, 214.57530169854348, 23.915296697939198
lane1.2, 185.0601107050945, 31.906825571547444, 24.14805349030187, -0.039098716613743534, 216.96693627664195, 23.91739486403012
lane1.2, 187.4747262926285, 31.88405401161259, 24.144258260378304, -0.03795229923564847, 219.3587803042411, 23.919485687952736
lane1.2, 189.88896799987927, 31.86186503953499, 24.14057588463691, -0.0368237574139485, 221.75083303941426, 23.92156901551048
lane1.2, 192.30284702191358, 31.840246703499588, 24.137004556049046, -0.03571328587863576, 224.14309372541317, 23.923644704467907
lane1.2, 194.71637437232306, 31.819187219508848, 24.13354245214041, -0.03462103908635328, 226.5355615918319, 23.925712623907128
lane1.2, 197.12956088186604, 31.798674973842083, 24.130187738719496, -0.0335471342091509, 228.92823585570812, 23.92777265361718
lane1.2, 199.5424171974683, 31.778698525096416, 24.12693857332583, -0.032491653936652654, 231.3211157225647, 23.929824683514614
lane1.2, 201.95495378155536, 31.759246605839763, 24.123793108415555, -0.03145464910275564, 233.71420038739512, 23.93186861309374
lane1.2, 204.36718091169118, 31.740308123903873, 24.120749494300853, -0.03043614114702109, 236.10748903559505, 23.93390435090502
lane1.2, 206.77910868049915, 31.72187216334416, 24.117805881858782, -0.029436124420705312, 238.5009808438433, 23.93593181406016
lane1.2, 209.19074699584328, 31.703927985091156, 24.114960425024144, -0.02845456834638327, 240.89467498093444, 23.937950927762568
lane1.2, 211.6021055812485, 31.686465027317155, 24.112211283080182, -0.0274914194396203, 243.28857060856566, 23.939961624861844
lane1.2, 214.01319397654052, 31.669472905539806, 24.109556622760046, -0.026546603201360597, 245.68266688208033, 23.94196384543115
lane1.2, 216.42402153868707, 31.65294141248313, 24.106994620171214, -0.025620025888315467, 248.0769629511702, 23.943957536366234
lane1.2, 218.83459744282334, 31.636860517715434, 24.104523462554322, -0.024711576168918725, 250.47145796053877, 23.945942651005044
lane1.2, 221.2449306834454, 31.621220367081975, 24.102141349887216, -0.023821126671066395, 252.86615105052738, 23.947919148766864
lane1.2, 223.65503007575697, 31.606011281949264, 24.099846496344302, -0.022948535429136996, 255.26104135770623, 23.949886994810022
lane1.2, 226.06490425715523, 31.59122375827687, 24.097637131620772, -0.022093647235301717, 257.6561280154321, 23.95184615970717
lane1.2, 228.4745616888428, 31.576848465531498, 24.09551150213061, -0.02125629490162595, 260.0514101543743, 23.95379661913729
lane1.2, 230.8840106575537, 31.562876245457176, 24.09346787208682, -0.020436300437900456, 262.44688690301086, 23.955738353593574
lane1.2, 233.29325927738162, 31.54929811071426, 24.09150452447176, -0.01963347615060229, 264.8425573880959, 23.95767134810634
lane1.2, 235.70231549170046, 31.53610524339973, 24.089619761905013, -0.018847625667461898, 267.2384207351002, 23.95959559198028
lane1.2, 238.1111870751665, 31.523288993459943, 24.08781190741576, -0.018078544892539128, 269.63447606862644, 23.96151107854522
lane1.2, 240.51988163579358, 31.510840877006103, 24.08607930512619, -0.017326022895680637, 272.0307225127997, 23.963417804919864
lane1.2, 242.9284066170925, 31.49875257454255, 24.084420320852132, -0.01658984274058639, 274.42715919163504, 23.96531577178765
lane1.2, 245.33676930026644, 31.487015929117206, 24.08283334262661, -0.015869782255215625, 276.82378522938365, 23.96720498318432
lane1.2, 247.74497680645536, 31.475622944402318, 24.081316781151813, -0.015165614747978395, 279.2205997508577, 23.969085446296464
lane1.2, 250.15303609902216, 31.46456578271389, 24.079869070184493, -0.014477109673194377, 281.61760188173605, 23.97095717127054
lane1.2, 252.56095398587436, 31.453836762976806, 24.078488666859595, -0.01380403324898083, 284.01479074885117, 23.972820171031834
lane1.2, 254.96873712181517, 31.443428358643217, 24.077174051956572, -0.013146149030234255, 286.4121654804584, 23.97467446111285
lane1.2, 257.3763920109186, 31.433333195569958, 24.07592373011258, -0.012503218439903208, 288.80972520648857, 23.976520059490667
lane1.2, 259.7839250089236, 31.423544049861164, 24.074736229986506, -0.011875001260754914, 291.20746905878474, 23.978356986432775
lane1.2, 262.19134232564176, 31.41405384568219, 24.073610104377455, -0.011261256090513427, 293.60539617132395, 23.980185264351007
lane1.2, 264.5986500273757, 31.40485565304897, 24.072543930301215, -0.010661740762394345, 296.00350568042467, 23.982004917663122
lane1.2, 267.0058540393421, 31.395942685598754, 24.07153630902789, -0.010076212733238776, 298.4017967249409, 23.98381597266166
lane1.2, 269.4129601480977, 31.387308298345772, 24.070585866083746, -0.009504429441449247, 300.80026844644345, 23.98561845738971
lane1.2, 271.8199740039629, 31.378945985426185, 24.069691251220107, -0.00894614863639731, 303.1989199893891, 23.98741240152322
lane1.2, 274.2269011234415, 31.37084937783669, 24.068851138351942, -0.008401128681647663, 305.5977505012782, 23.989197836259557
lane1.2, 276.63374689163254, 31.36301224116926, 24.068064225468664, -0.007869128832780348, 307.9967591328018, 23.990974794211947
lane1.2, 279.04051656463196, 31.35542847334591, 24.06732923451942, -0.0073499094924400765, 310.39594503797787, 23.992743309309542
lane1.2, 281.44721527192166, 31.348092102356816, 24.066644911275077, -0.00684323244342977, 312.7953073742785, 23.99450341670279
lane1.2, 283.85384801874386, 31.340997284003436, 24.066010025168932, -0.006348861061447053, 315.1948453027473, 23.996255152673893
lane1.2, 286.2604196884582, 31.334138299650363, 24.065423369118033, -0.00586656050899137, 317.5945579881086, 23.99799855455202
lane1.2, 288.66693504488046, 31.327509553987397, 24.06488375932692, -0.005396097911116726, 319.99444459886786, 23.9997336606331
lane1.2, 291.0733987346006, 31.32110557280413, 24.064390035075398, -0.004937242515232754, 322.3945043074047, 24.00146051010394
lane1.2, 293.4798152892789, 31.31492100077952, 24.063941058491917, -0.004489765834811976, 324.79473629005844, 24.003179142970417
lane1.2, 295.88618912791924, 31.308950599287186, 24.063535714314018, -0.004053441778992806, 327.1951397272064, 24.004889599989603
lane1.2, 298.29252455911677, 31.303189244219425, 24.063172909637146, -0.003628046768717752, 329.5957138033362, 24.006591922605544
lane1.2, 300.6988257832813, 31.297631923829613, 24.062851573653145, -0.00321335984001081, 331.9964577071109, 24.008286152888576
lane1.2, 303.1050968948329, 31.292273736596314, 24.06257065737955, -0.0028091627359572158, 334.3973706314292, 24.009972333477954
lane1.2, 305.51134188437095, 31.287109889108535, 24.0623291333808, -0.002415239987492157, 336.7984517734795, 24.011650507527648
lane1.2, 307.91756464081413, 31.28213569397451, 24.062125995482376, -0.002031378984241883, 339.19970033478864, 24.013320718655123
lane1.2, 310.3237689535122, 31.277346567753852, 24.06196025847881, -0.001657370035665906, 341.601115521266, 24.014983010892983
lane1.2, 312.72995851432796, 31.272738028914887, 24.061830957836428, -0.001293006423814802, 344.00269654324285, 24.0166374286433
lane1.2, 315.13613691968936, 31.26830569581739, 24.06173714939167, -0.0009380844475614936, 346.40444261550675, 24.018284016634492
lane1.2, 317.54230767261123, 31.264045284721306, 24.061677909045713, -0.0005924034595850003, 348.80635295733254, 24.019922819880666
lane1.2, 319.94847418468635, 31.259952607822356, 24.061652332456113, -0.0002557658960000708, 351.2084267925087, 24.021553883643225
lane1.2, 322.35463977804545, 31.268942402827577, 24.06165953472611, 7.202269998174415e-05, 353.62358218087303, 24.281553883643227
lane1.2, 324.7614866194932, 31.303250949744154, 24.07527729422949, 0.1361775950337929, 356.06473756923737, 24.54155388364323
lane1.2, 327.17031586275715, 31.361577094844563, 24.101307571049027, 0.26030276819536624, 358.5318929576017, 24.80155388364323
