egoid, lcStateM, lcStateR, lcMode, posX, posY, speed, acce, latSpeed, yaw_angle
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,9.023880666169330,-1.875,4.357355626184260,2.4850849238188700,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,9.472020811844550,-1.875,4.6054472873201300,2.4809166113586900,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,9.944938686744010,-1.875,4.8529102106690400,2.4746292334891700,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,10.442560574356800,-1.875,5.099527541586570,2.4661733091752100,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,10.964790727031100,-1.875,5.345075511899930,2.455479703133610,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,11.51151060579990,-1.875,5.58932206347513,2.442465515752030,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,12.082578008825600,-1.875,5.832025997039360,2.427039335642270,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,12.677826138877700,-1.875,6.072936604002310,2.4091060696295700,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,13.297062656711100,-1.875,6.311793752665580,2.3885714866326200,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,13.94006876473890,-1.875,6.5483284078907600,2.3653465522518900,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,14.606598363448600,-1.875,6.782263566303400,2.3393515841263900,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,15.296377321182800,-1.875,7.013315588380210,2.3105202207681100,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,16.00910289585440,-1.875,7.241195905052450,2.278803166722390,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,16.744443344627900,-1.875,7.465613070417450,2.2441716536499400,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,17.502037754369900,-1.875,7.686275124423350,2.2066205400590300,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,18.281496121622800,-1.875,7.902892220633260,2.16617096209915,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,19.082399705907900,-1.875,8.11517946506976,2.1228724443649600,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,19.904301674331500,-1.875,8.322859903401260,2.076804383314950,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,20.746728048805200,-1.875,8.525667586073230,2.0280768267197200,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,21.609178959863600,-1.875,8.72335063509381,1.9768304902058300,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,22.49113020325140,-1.875,8.91567423266287,1.9232359756905900,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,23.39203508744300,-1.875,9.102423451169890,1.8674921850702500,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,24.311326552331200,-1.875,9.28340584659294,1.8098239542304600,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,25.248419531816700,-1.875,9.458453743117220,1.7504789652427600,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,26.202713526259500,-1.875,9.627426145739640,1.6897240262242800,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,27.173595345016000,-1.875,9.790210229389240,1.6278408364959100,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,28.160441974841400,-1.875,9.946722367118690,1.5651213772945900,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,29.16262352697180,-1.875,10.096908675489000,1.5018630837033000,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,30.179506214323400,-1.875,10.240745071544600,1.438363960556050,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,31.210455310495100,-1.875,10.378236851888100,1.3749178034346900,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,32.25483804406280,-1.875,10.50941781946700,1.3118096757893300,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,33.31202638488780,-1.875,10.634348997031800,1.2493117756473800,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,34.38139851467940,-1.875,10.753093598801700,1.1874460176990800,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,35.46234028550820,-1.875,10.865741817772700,1.1264821897098500,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,36.55435285771290,-1.875,10.974509626322200,1.0876780854956400,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,37.65705122056350,-1.875,11.079457630689100,1.0494800436689600,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,38.76996986010350,-1.875,11.17891516011090,0.9945752942174840,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,39.89254836853590,-1.875,11.272655008538700,0.9373984842784290,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,41.02422506537860,-1.875,11.360878928314900,0.8822391977618340,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,42.164458968868900,-1.875,11.44379914149140,0.8292021317651430,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,43.312730711241000,-1.875,11.521635705949300,0.7783656445789690,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,44.468543197933100,-1.875,11.59461402789300,0.7297832194373300,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,45.631422027003900,-1.875,11.662962553522800,0.6834852562972490,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,46.80091568785090,-1.875,11.726910663417300,0.6394810989456620,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,47.97659556024710,-1.875,11.7866867845071,0.5977612108976870,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,49.15805573580970,-1.875,11.84251672674490,0.5582994223781950,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,50.34491268439020,-1.875,11.894622244864200,0.5210551811927290,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,51.53680478763470,-1.875,11.94321982002660,0.48597575162366600,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,52.733391761221800,-1.875,11.988519651716300,0.45299831689769500,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,53.93435398615200,-1.875,12.030724846885800,0.4220519516945490,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,55.13939176804650,-1.875,12.07003079100450,0.3930594411875530,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,56.348224541806700,-1.875,12.106624684200900,0.3659389319634880,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,57.56059003726550,-1.875,12.140685224973100,0.34060540772253800,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,58.77624341970710,-1.875,12.172382423860800,0.3169719888765420,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,59.99495641739370,-1.875,12.201877529869500,0.2949510600869050,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,61.21651644654820,-1.875,12.229323053220600,0.27445523351156400,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,62.44072574266120,-1.875,12.254862869040100,0.2553981581947970,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,63.66740050550410,-1.875,12.278632387818400,0.23769518778285800,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,64.89637006388470,-1.875,12.300758779791900,0.22126391973536400,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,66.12747606496170,-1.875,12.321361241749400,0.20602461957496500,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,67.36057169185470,-1.875,12.340551296110600,0.1919005436120360,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,68.59552091233140,-1.875,12.35843311342230,0.17881817311645100,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,69.83219776053450,-1.875,12.37510385064130,0.1667073721903020,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,71.07048565300220,-1.875,12.390653998712200,0.1555014807090770,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,72.31027673963700,-1.875,12.405167733983600,0.14513735271416200,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,73.55147128978350,-1.875,12.41872326894490,0.13555534961286100,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,74.79397711316050,-1.875,12.431393198596400,0.12669929651497800,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,76.03770901506540,-1.875,12.443244839500100,0.11851640903715900,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,77.28258828500020,-1.875,12.454340559196400,0.11095719696211100,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,78.5285422176711,-1.875,12.464738094222300,0.103975350259784,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b11001010101,79.7755036651542,-1.875,12.474490855439600,0.09752761217308500,0.0,0.0
ego_lane.2,0b1000000000000001,0b1000000000000001,0b0,81.02341061891490,-1.875,12.483648219774000,0.09157364334354770,0.0,0.0
ego_lane.2,0b10000010,0b10000010,0b0,82.27220582029380,-1.865,12.492255807804200,0.08607588030230320,0.10000000000000000,0.008004788377812890
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,83.5218363980296,-1.845,12.50035574691210,0.08099939107843570,0.20000000000000000,0.015998179649789700
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,84.77225353137170,-1.815,12.507986919929400,0.07631173017340840,0.30000000000000000,0.023980077314173300
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,86.0234121373382,-1.775,12.515185199400900,0.07198279471527510,0.40000000000000000,0.03195029676643350
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,87.27527058069440,-1.725,12.521983667723900,0.06798468323003350,0.4999999999999980,0.039908574872244700
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,88.52779040525760,-1.665,12.528412823538800,0.06429155814810630,0.6000000000000010,0.04785457873738340
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,89.78093608517590,-1.595,12.534500774828000,0.06087951289213580,0.7000000000000010,0.055787913737668600
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,91.03467479487950,-1.515,12.54027341924450,0.05772644416493830,0.8000000000000010,0.06370813086785290
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,92.28897619645330,-1.4250000000000000,12.545754612231100,0.05481192986618310,0.9000000000000010,0.07161473346426790
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,93.54381224324100,-1.325,12.550966323522100,0.052117112910572400,0.9999999999999990,0.07950718335209180
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,94.79915699854870,-1.225,12.555928782631300,0.049624591091550500,0.9999999999999990,0.0794758920401002
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,96.05498646837690,-1.125,12.560660613934500,0.047318313031841100,1.0000000000000000,0.07944607785927320
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,97.31127844717130,-1.025,12.5651789619524,0.045183480179247200,1.0000000000000000,0.07941762961381140
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,98.56801237564020,-0.925,12.569499607426500,0.043206454741486800,0.9999999999999990,0.07939044514473480
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,99.8251692097499,-0.825,12.573637074767000,0.041374673404241900,1.0000000000000000,0.07936443058994770
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,101.08273130006000,-0.7250000000000000,12.577604731430800,0.039676566638640100,1.0000000000000000,0.07933949970415510
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,102.34068228062000,-0.6250000000000000,12.581414879768600,0.038101483378003600,1.0000000000000000,0.07931557323394550
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,103.59900696670100,-0.5250000000000000,12.585078841851100,0.036639620824576700,1.0000000000000000,0.07929257834368940
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,104.85769126068200,-0.4250000000000000,12.58860703776470,0.0352819591355491,1.0000000000000000,0.07927044808822920
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,106.11672206546200,-0.3250000000000000,12.592009057837800,0.03402020073165700,1.0000000000000000,0.0792491209286357
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,107.37608720481500,-0.22500000000000000,12.595293729234800,0.03284671397020490,0.9999999999999990,0.07922854028758630
ego_lane.2,0b1000000010000010,0b1000000010000010,0b0,108.63577535014300,-0.12500000000000000,12.59846917732740,0.031754480926036200,1.0000000000000000,0.07920865414118560
ego_lane.2,0b10000010,0b10000010,0b0,109.85062226787600,-0.024999999999999500,11.69846917732740,-9.000000000000000,1.0000000000000000,0.08527397264988420
ego_lane.2,0b10000010,0b10000010,0b0,110.97546918560900,0.07500000000000080,10.798469177327400,-9.000000000000000,19.500000000000000,1.0650650889548000
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,112.01031610334200,0.17500000000000100,9.898469177327440,-9.000000000000000,1.0000000000000000,0.10068411581833200
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,112.95516302107400,0.275000000000001,8.998469177327440,-9.000000000000000,1.0000000000000000,0.11067589288023800
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,113.82132498281700,0.3750000000000010,8.324770057526790,-6.736991198006470,1.0000000000000000,0.1195506099818700
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,114.6358079127650,0.4750000000000010,7.964888541425800,-3.598815161009950,1.0000000000000000,0.1248975152340000
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,115.4219180650600,0.5750000000000010,7.757314504483660,-2.0757403694213200,1.0000000000000000,0.12820355161092
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,116.19173730008800,0.6750000000000010,7.63907019606409,-1.1824430841957400,1.0000000000000000,0.13016582785411800
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,116.95262142769700,0.7750000000000020,7.57861235612485,-0.6045783993923950,1.0000000000000000,0.13119238877424300
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,117.70944424081400,0.8750000000000010,7.557843906212780,-0.2076844991207510,0.9999999999999990,0.1315487575584210
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,118.46560831053300,0.9750000000000010,7.565437488171490,0.07593581958710520,1.0000000000000000,0.1314182351912270
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,119.22357272253100,1.0750000000000000,7.593850751792440,0.2841326362095840,1.0000000000000000,0.13093212961443000
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,119.98515633639800,1.1750000000000000,7.637821525543960,0.43970773751510700,0.9999999999999990,0.13018686842257200
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,120.75172446484100,1.2750000000000000,7.693541043316060,0.5571951777210680,0.9999999999999990,0.12925451005058100
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,121.5243099807490,1.3750000000000000,7.758169274843290,0.6462823152722660,1.0000000000000000,0.12818958079353500
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,122.3036952429530,1.4650000000000000,7.829535969242480,0.7136669439919000,0.9000000000000010,0.11444702870062000
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,123.09046946646300,1.5450000000000000,7.905948500959660,0.7641253171718090,0.7999999999999990,0.10084636426260300
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,123.88507009526500,1.6150000000000000,7.986064075075840,0.8011557411617960,0.7000000000000010,0.08742924095124640
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,124.68781341121800,1.6750000000000000,8.068802243985140,0.8273816890929900,0.6000000000000010,0.07422387366949530
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,125.49891769876600,1.7250000000000000,8.15328350697679,0.8448126299165180,0.5000000000000000,0.06124828331872020
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,126.31852113710900,1.7750000000000000,8.238785259868020,0.8550175289123270,0.5000000000000000,0.060614215206165900
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,127.14669587828200,1.8150000000000000,8.324709563602210,0.859243037341848,0.40000000000000000,0.048012796828335100
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,127.98345931305400,1.8450000000000000,8.410559131826640,0.8584956822442890,0.30000000000000000,0.03565433182113290
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,128.8287832265420,1.8650000000000000,8.495919137936940,0.8536000611030840,0.20000000000000000,0.023536366658606000
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,129.68260134386500,1.8750000000000000,8.580443208535620,0.8452407059867900,0.10000000000000000,0.011653882023327600
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,130.54481562786100,1.8750000000000000,8.663842471376780,0.8339926284115150,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,131.41530159445800,1.8750000000000000,8.745876860563660,0.8203438918688380,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,132.29391284296700,1.8750000000000000,8.826348109624200,0.804712490605457,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,133.18048494949400,1.8750000000000000,8.905094020908650,0.7874591128444130,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,134.0748388360780,1.8750000000000000,8.98198371075912,0.7688968985047500,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,134.97679343696100,1.8750000000000000,9.057108306913360,0.7512459615423600,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,135.88617649747400,1.8750000000000000,9.130552903337020,0.7344459642365920,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,136.80282395938500,1.8750000000000000,9.2023963348837,0.7184343154668400,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,137.72657932591300,1.8750000000000000,9.272710995690160,0.7031466080646180,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,138.65729301164000,1.8750000000000000,9.341562718849900,0.6885172315973340,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,139.59482168397900,1.8750000000000000,9.40901072792436,0.6744800907446450,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,140.5390276036470,1.8750000000000000,9.475107665426360,0.6609693750200490,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,141.48977797187700,1.8750000000000000,9.539899699190680,0.6479203376431290,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,142.4469442920510,1.8750000000000000,9.603426704282900,0.6352700509222410,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,143.41040175304600,1.8750000000000000,9.665722515607520,0.6229581132462060,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,144.38002551064800,1.8750000000000000,9.72675263644872,0.6103012084119900,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,145.35568481377500,1.8750000000000000,9.786433426088660,0.5968078963994290,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,146.33724138419200,1.8750000000000000,9.844697982249260,0.5826455616059970,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,147.32455100457100,1.8750000000000000,9.901494425318640,0.5679644306938060,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,148.31746494185800,1.8750000000000000,9.956784320423730,0.5528989510508180,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,149.31583121909800,1.8750000000000000,10.010541224376600,0.5375690395284670,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,150.31989048018900,1.8750000000000000,10.070643997440000,0.601027730633934,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,151.33024241781400,1.8750000000000000,10.13639475507100,0.6575075763105430,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,152.3474186313310,1.8750000000000000,10.20712951527430,0.7073476020330990,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,153.37151994728300,1.8750000000000000,10.274896803751100,0.6776728847675530,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,154.4022416374730,1.8750000000000000,10.339537000047500,0.6464019629645180,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,155.4392767352710,1.8750000000000000,10.401164955922900,0.6162795587533770,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,156.48232985525400,1.8750000000000000,10.459897443740700,0.5873248781787060,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,157.53111733549000,1.8750000000000000,10.51585216096880,0.559547172280741,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,158.58536728595100,1.8750000000000000,10.569146848259000,0.5329468729013880,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,159.64481955418100,1.8750000000000000,10.619898516335400,0.5075166807642970,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,160.70922561880400,1.8750000000000000,10.668222776131000,0.48324259795625900,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,161.77834842090900,1.8750000000000000,10.714233265971100,0.46010489840078600,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,162.8519621426640,1.8750000000000000,10.758041169125200,0.43807903154139200,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,163.92985194185700,1.8750000000000000,10.799754814735300,0.4171364561007530,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,165.01181365034200,1.8750000000000000,10.839479354970500,0.3972454023515760,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,166.0976534436530,1.8750000000000000,10.877316511246700,0.3783715627619700,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,167.18718748833900,1.8750000000000000,10.913364382458500,0.36047871211806600,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,168.28024157288100,1.8750000000000000,10.947717308385100,0.3435292592658710,0.0,0.0
ego_lane.2,0b1000000000000000000000000000000,0b1000000000000000000000000000000,0b0,169.37665072738600,1.8750000000000000,10.980465781729400,0.3274847334437860,0.0,0.0
