egoid, lanePos, dis2leader, speed, acce
lane1.2, 7.889301231599251, 24.447512285764436, 28.143012315992507, 5.0
lane1.2, 10.728602463198502, 23.773753225676284, 28.643012315992507, 5.0
lane1.2, 13.617903694797754, 23.047373955809213, 29.143012315992507, 5.0
lane1.2, 16.557204926397006, 22.269450591006546, 29.643012315992507, 5.0
lane1.2, 19.521506157996257, 21.465871944332818, 29.643012315992507, 0.0
lane1.2, 22.485807389595507, 20.66237706476994, 29.643012315992507, 0.0
lane1.2, 25.450108621194758, 19.85958372905629, 29.643012315992507, 0.0
lane1.2, 28.39440985279401, 19.078010422561167, 29.24301231599251, -3.999999999999986
lane1.2, 31.29871108439326, 18.338093543441758, 28.84301231599251, -3.999999999999986
lane1.2, 34.16301231599251, 17.64020104256798, 28.44301231599251, -3.999999999999986
lane1.2, 36.98731354759176, 16.98464336336187, 28.043012315992513, -3.999999999999986
lane1.2, 39.77161477919101, 16.37168230810211, 27.643012315992515, -3.999999999999986
lane1.2, 42.515916010790264, 15.80153829205043, 27.243012315992516, -3.999999999999986
lane1.2, 45.220217242389516, 15.274396329905734, 26.843012315992517, -3.999999999999986
lane1.2, 47.88451847398877, 14.790411015137352, 26.44301231599252, -3.999999999999986
lane1.2, 50.508819705588024, 14.349710691566713, 26.04301231599252, -3.999999999999986
lane1.2, 53.09312093718728, 13.952400971397722, 25.64301231599252, -3.999999999999986
lane1.2, 55.63742216878653, 13.598567720148296, 25.243012315992523, -3.999999999999986
lane1.2, 58.14172340038578, 13.288279603442554, 24.843012315992524, -3.999999999999986
lane1.2, 60.60602463198503, 13.02159027116793, 24.443012315992526, -3.999999999999986
lane1.2, 63.03032586358428, 12.798540239513258, 24.043012315992527, -3.999999999999986
lane1.2, 65.41462709518353, 12.619158519754478, 23.64301231599253, -3.999999999999986
lane1.2, 67.75892832678278, 12.483464033525294, 23.24301231599253, -3.999999999999986
lane1.2, 70.06322955838203, 12.39146684710019, 22.84301231599253, -3.999999999999986
lane1.2, 72.32753078998128, 12.343169251481612, 22.443012315992533, -3.999999999999986
lane1.2, 74.55183202158054, 12.338566710488863, 22.043012315992534, -3.999999999999986
lane1.2, 76.73613325317979, 12.377648695343055, 21.643012315992536, -3.999999999999986
lane1.2, 78.88043448477904, 12.46039942123771, 21.243012315992537, -3.999999999999986
lane1.2, 80.9847357163783, 12.586798498934499, 20.84301231599254, -3.999999999999986
lane1.2, 83.04903694797756, 12.756821512412344, 20.44301231599254, -3.999999999999986
lane1.2, 85.07333817957681, 12.970440531940767, 20.04301231599254, -3.999999999999986
lane1.2, 87.05763941117607, 13.227624570573468, 19.643012315992543, -3.999999999999986
lane1.2, 89.00194064277532, 13.528339990914418, 19.243012315992544, -3.999999999999986
lane1.2, 90.90624187437457, 13.872550868050809, 18.843012315992546, -3.999999999999986
lane1.2, 92.77054310597383, 14.260219313743093, 18.443012315992547, -3.999999999999986
lane1.2, 94.59484433757308, 14.691305766283364, 18.04301231599255, -3.999999999999986
lane1.2, 96.37914556917234, 15.165769249858059, 17.64301231599255, -3.999999999999986
lane1.2, 98.12344680077159, 15.683567606762097, 17.24301231599255, -3.999999999999986
lane1.2, 99.82774803237085, 16.244657705393678, 16.843012315992553, -3.999999999999986
lane1.2, 101.4920492639701, 16.848995626601138, 16.443012315992554, -3.999999999999986
lane1.2, 103.11635049556936, 17.496536830645738, 16.043012315992556, -3.999999999999986
lane1.2, 104.70065172716862, 18.187236306778615, 15.643012315992555, -4.0000000000000036
lane1.2, 106.24495295876787, 18.92104870720047, 15.243012315992555, -4.0000000000000036
lane1.2, 107.7571035745675, 19.690079082772755, 15.0, -2.43012315992555
lane1.2, 109.2571035745675, 20.474281758677208, 15.0, 0.0
lane1.2, 110.7571035745675, 21.261460430265473, 15.0, 0.0
lane1.2, 112.2571035745675, 22.051569480209523, 15.0, 0.0
lane1.2, 113.7571035745675, 22.844563438948867, 15.0, 0.0
lane1.2, 115.2571035745675, 23.640397052524193, 15.0, 0.0
lane1.2, 116.7821035745675, 24.41402534279827, 15.5, 5.0
lane1.2, 118.3571035745675, 25.140403660784443, 16.0, 5.0
lane1.2, 119.9821035745675, 25.81948773373159, 16.5, 5.0
lane1.2, 121.6571035745675, 26.45123370655118, 17.0, 5.0
lane1.2, 123.3821035745675, 27.035598178115762, 17.5, 5.0
lane1.2, 125.1571035745675, 27.572538232907547, 18.0, 5.0
lane1.2, 126.9821035745675, 28.062011468451146, 18.5, 5.0
lane1.2, 128.8571035745675, 28.503976018923623, 19.0, 5.0
lane1.2, 130.78210357456751, 28.89839057529906, 19.5, 5.0
lane1.2, 132.7571035745675, 29.245214402352474, 20.0, 5.0
lane1.2, 134.78210357456751, 29.544407352817643, 20.5, 5.0
lane1.2, 136.8571035745675, 29.79592987896808, 21.0, 5.0
lane1.2, 138.9821035745675, 29.999743041865315, 21.5, 5.0
lane1.2, 141.15710357456751, 30.15580851849799, 22.0, 5.0
lane1.2, 143.3821035745675, 30.2640886070146, 22.5, 5.0
lane1.2, 145.65710357456751, 30.324546230235512, 23.0, 5.0
lane1.2, 147.9821035745675, 30.337144937614056, 23.5, 5.0
lane1.2, 150.3571035745675, 30.30184890580037, 24.0, 5.0
lane1.2, 152.78210357456751, 30.2186229379501, 24.5, 5.0
lane1.2, 155.2571035745675, 30.087432461906246, 25.0, 5.0
lane1.2, 157.78210357456751, 29.908243527372235, 25.5, 5.0
lane1.2, 160.3571035745675, 29.681022802184003, 26.0, 5.0
lane1.2, 162.9821035745675, 29.405737567779056, 26.5, 5.0
lane1.2, 165.65710357456751, 29.08235571395278, 27.0, 5.0
lane1.2, 168.3821035745675, 28.710845732983813, 27.5, 5.0
lane1.2, 171.15710357456751, 28.29117671320344, 28.0, 5.0
lane1.2, 173.9821035745675, 27.823318332077804, 28.5, 5.0
lane1.2, 176.8571035745675, 27.307240848864865, 29.0, 5.0
lane1.2, 179.78210357456751, 26.742915096903772, 29.5, 5.0
lane1.2, 182.7571035745675, 26.13031247558797, 30.0, 5.0
lane1.2, 185.78210357456751, 25.469404942070014, 30.5, 5.0
lane1.2, 188.8571035745675, 24.760165002740905, 31.0, 5.0
lane1.2, 191.9821035745675, 24.00256570452322, 31.5, 5.0
lane1.2, 195.15710357456751, 23.19658062601411, 32.0, 5.0
lane1.2, 198.3821035745675, 22.342183868510205, 32.5, 5.0
lane1.2, 201.6321035745675, 21.464350046943963, 32.5, 0.0
lane1.2, 204.8821035745675, 20.588054280758485, 32.5, 0.0
lane1.2, 208.1321035745675, 19.713272184744397, 32.5, 0.0
lane1.2, 211.3621035745675, 18.859979859861227, 32.1, -3.999999999999986
lane1.2, 214.5521035745675, 18.0481538840624, 31.700000000000003, -3.999999999999986
lane1.2, 217.7021035745675, 17.277771303141947, 31.300000000000004, -3.999999999999986
lane1.2, 220.81210357456752, 16.548809621618858, 30.900000000000006, -3.999999999999986
lane1.2, 223.8821035745675, 15.861246793673104, 30.500000000000007, -3.999999999999986
lane1.2, 226.9121035745675, 15.215061214146203, 30.10000000000001, -3.999999999999986
lane1.2, 229.90210357456752, 14.61023170961792, 29.70000000000001, -3.999999999999986
lane1.2, 232.8521035745675, 14.046737529568759, 29.30000000000001, -3.999999999999986
lane1.2, 235.7621035745675, 13.524558337637501, 28.900000000000013, -3.999999999999986
lane1.2, 238.6321035745675, 13.04367420298152, 28.500000000000014, -3.999999999999986
lane1.2, 241.46210357456752, 12.604065591746718, 28.100000000000016, -3.999999999999986
lane1.2, 244.2521035745675, 12.2057133586531, 27.700000000000017, -3.999999999999986
lane1.2, 247.0021035745675, 11.848598738700957, 27.30000000000002, -3.999999999999986
lane1.2, 249.71210357456752, 11.532703339002325, 26.90000000000002, -3.999999999999986
lane1.2, 252.38210357456754, 11.258009130741328, 26.50000000000002, -3.999999999999986
lane1.2, 255.01210357456753, 11.024498441266331, 26.100000000000023, -3.999999999999986
lane1.2, 257.60210357456754, 10.832153946316339, 25.700000000000024, -3.999999999999986
lane1.2, 260.15210357456755, 10.680958662384228, 25.300000000000026, -3.999999999999986
lane1.2, 262.66210357456754, 10.570895939217564, 24.900000000000027, -3.999999999999986
lane1.2, 265.13210357456757, 10.501949452458575, 24.50000000000003, -3.999999999999986
lane1.2, 267.5621035745676, 10.474103196423812, 24.10000000000003, -3.999999999999986
lane1.2, 269.95210357456756, 10.48734147702379, 23.70000000000003, -3.999999999999986
lane1.2, 272.3021035745676, 10.541648904822807, 23.300000000000033, -3.999999999999986
lane1.2, 274.6121035745676, 10.63701038823865, 22.900000000000034, -3.999999999999986
lane1.2, 276.88210357456757, 10.773411126881285, 22.500000000000036, -3.999999999999986
lane1.2, 279.1121035745676, 10.950836605030531, 22.100000000000037, -3.999999999999986
lane1.2, 281.3021035745676, 11.169272585251122, 21.70000000000004, -3.999999999999986
