egoid, lanePos, latPos, speed, latSpeed, lcState, latAcce, action, laneIndex, tgtlane, origLane
lane1.0, 5.1, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000000000000000000, 0.0, 0, 1, 1, 1
lane1.0, 8.273444120191053, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 11.446888240382107, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 14.62033236057316, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 17.793776480764215, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 20.96722060095527, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 24.140664721146322, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 27.314108841337376, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 30.48755296152843, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 33.660997081719486, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 36.834441201910536, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 40.007885322101586, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 43.181329442292636, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 46.354773562483686, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 49.528217682674736, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 52.701661802865786, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 55.875105923056836, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 59.048550043247886, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 62.221994163438936, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 65.39543828362999, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 68.56888240382104, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 71.74232652401209, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 74.91577064420314, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 78.08921476439419, 4.800000000000001, 31.73444120191053, 0.0, 0b1000000000000000, 0.0, 0, 1, 0, 1
lane1.0, 81.26265888458524, 4.790000000000001, 31.73444120191053, -0.09999999999999787, 0b10000100, -0.9999999999999787, 1, 1, 0, 1
lane1.0, 84.43610300477629, 4.7700000000000005, 31.73444120191053, -0.20000000000000462, 0b1000000010000100, -1.0000000000000675, 1, 1, 0, 1
lane1.0, 87.60954712496734, 4.740000000000001, 31.73444120191053, -0.2999999999999936, 0b1000000010000100, -0.9999999999998899, 1, 1, 0, 1
lane1.0, 90.78299124515839, 4.700000000000001, 31.73444120191053, -0.40000000000000036, 0b1000000010000100, -1.0000000000000675, 1, 1, 0, 1
lane1.0, 93.95643536534944, 4.65, 31.73444120191053, -0.5000000000000071, 0b1000000010000100, -1.0000000000000675, 1, 1, 0, 1
lane1.0, 97.12987948554049, 4.590000000000001, 31.73444120191053, -0.5999999999999961, 0b1000000010000100, -0.9999999999998899, 1, 1, 0, 1
lane1.0, 100.30332360573153, 4.5200000000000005, 31.73444120191053, -0.7000000000000028, 0b1000000010000100, -1.0000000000000675, 1, 1, 0, 1
lane1.0, 103.47676772592258, 4.44, 31.73444120191053, -0.8000000000000007, 0b1000000010000100, -0.9999999999999787, 1, 1, 0, 1
lane1.0, 106.65021184611363, 4.3500000000000005, 31.73444120191053, -0.8999999999999986, 0b1000000010000100, -0.9999999999999787, 1, 1, 0, 1
lane1.0, 109.82365596630468, 4.250000000000001, 31.73444120191053, -0.9999999999999964, 0b1000000010000100, -0.9999999999999787, 1, 1, 0, 1
lane1.0, 112.99710008649573, 4.15, 31.73444120191053, -1.0000000000000053, 0b1000000010000100, -8.881784197001252e-14, 1, 1, 0, 1
lane1.0, 116.17054420668678, 4.050000000000001, 31.73444120191053, -0.9999999999999964, 0b1000000010000100, 8.881784197001252e-14, 1, 1, 0, 1
lane1.0, 119.34398832687783, 3.9500000000000006, 31.73444120191053, -1.0000000000000009, 0b1000000010000100, -4.440892098500626e-14, 1, 1, 0, 1
lane1.0, 122.51743244706888, 3.8500000000000005, 31.73444120191053, -1.0000000000000009, 0b1000000010000100, 0.0, 1, 1, 0, 1
lane1.0, 125.69087656725993, 3.750000000000001, 31.73444120191053, -0.9999999999999964, 0b1000000010000100, 4.440892098500626e-14, 1, 1, 0, 1
lane1.0, 128.864320687451, 3.6500000000000004, 31.73444120191053, -1.0000000000000053, 0b1000000010000100, -8.881784197001252e-14, 1, 1, 0, 1
lane1.0, 132.03776480764205, 3.5500000000000007, 31.73444120191053, -0.9999999999999964, 0b1000000010000100, 8.881784197001252e-14, 1, 1, 0, 1
lane1.0, 135.2112089278331, 3.45, 31.73444120191053, -1.0000000000000053, 0b1000000010000100, -8.881784197001252e-14, 1, 1, 0, 1
lane1.0, 138.38465304802415, 3.3500000000000005, 31.73444120191053, -0.9999999999999964, 0b1000000010000100, 8.881784197001252e-14, 1, 1, 0, 1
lane1.0, 141.5580971682152, 3.25, 31.73444120191053, -1.0000000000000053, 0b1000000010000100, -8.881784197001252e-14, 1, 1, 0, 1
lane1.0, 144.73154128840625, 3.1499999999999995, 31.73444120191053, -1.0000000000000053, 0b1000000010000100, 0.0, 1, 0, 0, 1
lane1.0, 147.9049854085973, 3.05, 31.73444120191053, -0.9999999999999964, 0b1000000000000000000000000000000, 8.881784197001252e-14, 1, 0, 0, 1
lane1.0, 151.07842952878835, 2.9499999999999993, 31.73444120191053, -1.0000000000000053, 0b1000000000000000000000000000000, -8.881784197001252e-14, 1, 0, 0, 1
lane1.0, 154.2518736489794, 2.8499999999999996, 31.73444120191053, -0.9999999999999964, 0b1000000000000000000000000000000, 8.881784197001252e-14, 1, 0, 0, 1
lane1.0, 157.42531776917045, 2.749999999999999, 31.73444120191053, -1.0000000000000053, 0b1000000000000000000000000000000, -8.881784197001252e-14, 1, 0, 0, 1
lane1.0, 160.5987618893615, 2.749999999999999, 31.73444120191053, 0.0, 0b1000000000000000000000000000000, 10.000000000000053, 0, 0, 0, 1
lane1.0, 163.77220600955255, 2.7599999999999993, 31.73444120191053, 0.10000000000000231, 0b1000000000000000000000000000000, 1.000000000000023, 0, 0, 0, 1
lane1.0, 166.9456501297436, 2.7799999999999994, 31.73444120191053, 0.20000000000000018, 0b1000000000000000000000000000000, 0.9999999999999787, 0, 0, 0, 1
