egoid, lanePos, latPos, speed, latSpeed, lcState, latAcce, action
lane2.6, 5.1, 8.0, 30.626310656026476, 0.0, 0b1000000000000000000000000000000, 0.0, 0
lane2.6, 8.161659651711263, 8.0, 30.606882378198794, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 11.221413401164865, 8.0, 30.588192610873246, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 14.279333597775821, 8.0, 30.570211321345887, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 17.33548965228797, 8.0, 30.55290976889703, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 20.389948162840174, 8.0, 30.536260442147068, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 23.442773034946764, 8.0, 30.520236999984725, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 26.49402559573731, 8.0, 30.504814215826155, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 29.54376470277773, 8.0, 30.489967924982217, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 32.59204684777327, 8.0, 30.475674974928587, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 35.63892625543415, 8.0, 30.4619131782891, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 38.684454977766464, 8.0, 30.44866126835715, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 41.72868298403397, 8.0, 30.43589885699307, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 44.77165824662101, 8.0, 30.423606394747573, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 47.813426823011994, 8.0, 30.411765133072194, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 50.85403293409, 8.0, 30.400357088487983, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 53.893519038944035, 8.0, 30.38936500859278, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 56.931925906363475, 8.0, 30.378772339796072, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 59.969292683187184, 8.0, 30.368563196678167, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 63.005656959664975, 8.0, 30.35872233287766, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 66.04105483197975, 8.0, 30.34923511341781, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 69.07552096207006, 8.0, 30.340087488388487, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 72.10908863488478, 8.0, 30.331265967906102, 0.0, 0b1000000000000000, 0.0, 0
lane2.6, 75.13915919399531, 7.99, 30.27014521430458, -0.09999999999999787, 0b110001100, -0.9999999999999787, 1
lane2.6, 78.16257812971277, 7.97, 30.198233500044577, -0.20000000000000462, 0b110001100, -1.0000000000000675, 1
lane2.6, 81.17887196576626, 7.94, 30.127643221025135, -0.2999999999999936, 0b110001100, -0.9999999999998899, 1
lane2.6, 84.18816793076665, 7.92, 30.058276078982658, -0.20000000000000462, 0b110001100, 0.9999999999998899, 0
lane2.6, 87.19058360289975, 7.91, 29.990037363679313, -0.09999999999999787, 0b110001100, 1.0000000000000675, 0
lane2.6, 90.18622725481595, 7.91, 29.922835674644595, 0.0, 0b110001100, 0.9999999999999787, 0
lane2.6, 93.17519817160405, 7.9015, 29.85658266111761, -0.0849999999999973, 0b110001100, -0.849999999999973, 1
lane2.6, 96.15758694358317, 7.9015, 29.79119277846464, 0.0, 0b11100110001100, 0.849999999999973, 0
lane2.6, 99.13347573548221, 7.9015, 29.72658305951601, 0.0, 0b11100110001100, 0.0, 0
lane2.6, 102.10293853342884, 7.9015, 29.662672899416556, 0.0, 0b11100110001100, 0.0, 0
lane2.6, 105.06604137103554, 7.9015, 29.599383852717292, 0.0, 0b11100110001100, 0.0, 0
lane2.6, 108.02284253574912, 7.9015, 29.536639441554357, 0.0, 0b11100110001100, 0.0, 0
lane2.6, 110.97339275652018, 7.9015, 29.474364973866944, 0.0, 0b11100110001100, 0.0, 0
lane2.6, 113.91773537374853, 7.8915, 29.412487370700035, -0.10000000000000675, 0b110001100, -1.0000000000000675, 1
lane2.6, 116.85590649236963, 7.8715, 29.350935001722004, -0.19999999999999574, 0b110001100, -0.9999999999998899, 1
lane2.6, 119.78793511886386, 7.8415, 29.289637528162505, -0.3000000000000025, 0b110001100, -1.0000000000000675, 1
lane2.6, 122.71384328289417, 7.8015, 29.22852575244377, -0.40000000000000036, 0b110001100, -0.9999999999999787, 1
lane2.6, 125.63364614420833, 7.7515, 29.167531473839293, -0.4999999999999982, 0b110001100, -0.9999999999999787, 1
lane2.6, 128.54735208537772, 7.6915000000000004, 29.10658734954879, -0.5999999999999961, 0b110001100, -0.9999999999999787, 1
lane2.6, 131.45496279088655, 7.6215, 29.045626760627904, -0.7000000000000028, 0b110001100, -1.0000000000000675, 1
lane2.6, 134.35647331303076, 7.5415, 28.984583682256265, -0.8000000000000007, 0b110001100, -0.9999999999999787, 1
lane2.6, 137.25187212503698, 7.4515, 28.923392557868368, -0.8999999999999986, 0b110001100, -0.9999999999999787, 1
lane2.6, 140.14114116176586, 7.3515, 28.86198817670938, -1.0000000000000053, 0b110001100, -1.0000000000000675, 1
lane2.6, 143.02425584832196, 7.2515, 28.80030555441232, -0.9999999999999964, 0b110001100, 8.881784197001252e-14, 1
lane2.6, 145.9011851168538, 7.1515, 28.738279816224924, -0.9999999999999964, 0b110001100, 0.0, 1
