egoid, lanePos, latPos, speed, latSpeed, lcState, latAcce, action, laneIndex, tgtlane
lane1.0, 5.1, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000000000000000000, 0.0, 0, 1, 1
lane1.0, 8.28018756607138, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 11.46037513214276, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 14.64056269821414, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 17.82075026428552, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 21.000937830356897, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 24.181125396428275, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 27.361312962499653, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 30.54150052857103, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 33.72168809464241, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 36.90187566071379, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 40.08206322678517, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 43.262250792856555, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 46.44243835892794, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 49.62262592499932, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 52.8028134910707, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 55.98300105714208, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 59.163188623213465, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 62.34337618928485, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 65.52356375535622, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 68.7037513214276, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 71.88393888749899, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 75.06412645357037, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 78.24431401964175, 4.800000000000001, 31.801875660713794, 0.0, 0b1000000000000000, 0.0, 0, 1, 0
lane1.0, 81.42450158571313, 4.800000000000001, 31.801875660713794, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 84.5821891517845, 4.800000000000001, 31.351875660713795, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 87.69487671785589, 4.800000000000001, 30.901875660713795, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 90.76256428392728, 4.800000000000001, 30.451875660713796, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 93.78525184999866, 4.800000000000001, 30.001875660713797, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 96.76293941607004, 4.800000000000001, 29.551875660713797, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 99.69562698214142, 4.800000000000001, 29.101875660713798, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 102.5833145482128, 4.800000000000001, 28.6518756607138, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 105.42600211428417, 4.800000000000001, 28.2018756607138, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 108.22368968035555, 4.800000000000001, 27.7518756607138, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 110.97637724642692, 4.800000000000001, 27.3018756607138, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 113.6840648124983, 4.800000000000001, 26.8518756607138, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 116.34675237856969, 4.800000000000001, 26.401875660713802, 0.0, 0b10100110000100, 0.0, 0, 1, 0
lane1.0, 118.96443994464107, 4.800000000000001, 25.951875660713803, 0.0, 0b10100110000100, 0.0, 0, 1, 0
