egoid, lanePos, latPos, speed, latSpeed, lcState
egoid, lanePos, latPos, speed, latSpeed, lcState
lane1.10, 5.1, 4.800000000000001, 0.0, 0.0, 0b1000000000000000000000000000000
lane1.10, 5.100119695032783, 4.800000000000001, 0.002393900655655821, 0.0, 0b1000000000000000
lane1.10, 5.105096503684927, 4.800000000000001, 0.09714227238724046, 0.0, 0b1000000000000000
lane1.10, 5.12210773865035, 4.800000000000001, 0.2430824269212302, 0.0, 0b1000000000000000
lane1.10, 5.155270380098921, 4.800000000000001, 0.4201704020501832, 0.0, 0b1000000000000000
lane1.10, 5.207154091907297, 4.800000000000001, 0.6175038341173263, 0.0, 0b1000000000000000
lane1.10, 5.279462835102289, 4.800000000000001, 0.8286710297825207, 0.0, 0b0
lane1.10, 5.37337991344152, 4.800000000000001, 1.049670537002087, 0.0, 0b0
lane1.10, 5.4897556248666595, 4.800000000000001, 1.2778436915007063, 0.0, 0b0
lane1.10, 5.629215349547375, 4.800000000000001, 1.5113508021136073, 0.0, 0b0
lane1.10, 5.792231219368221, 4.800000000000001, 1.7489665943032988, 0.0, 0b0
lane1.10, 5.979170092163728, 4.800000000000001, 1.9898108616068588, 0.0, 0b0
lane1.10, 6.190322416724068, 4.800000000000001, 2.233235629599943, 0.0, 0b0
lane1.10, 6.425921878267955, 4.800000000000001, 2.478753601277792, 0.0, 0b0
lane1.10, 6.686159125969144, 4.800000000000001, 2.7259913527459934, 0.0, 0b0
lane1.10, 6.971191587310047, 4.800000000000001, 2.9746578740720633, 0.0, 0b0
lane1.10, 7.281150626575649, 4.800000000000001, 3.2245229112399896, 0.0, 0b0
lane1.10, 7.616146858733011, 4.800000000000001, 3.475401731907243, 0.0, 0b0
lane1.10, 7.976274155388614, 4.800000000000001, 3.7271442012048324, 0.0, 0b0
lane1.10, 8.361612706054657, 4.800000000000001, 3.979626812116047, 0.0, 0b0
lane1.10, 8.772231385576783, 4.800000000000001, 4.232746778326445, 0.0, 0b0
lane1.10, 9.20818960408648, 4.800000000000001, 4.486417591867505, 0.0, 0b0
lane1.10, 9.669538765590216, 4.800000000000001, 4.740565638207223, 0.0, 0b0
lane1.10, 10.156323426782032, 4.800000000000001, 4.995127585629098, 0.0, 0b0
lane1.10, 10.668582223480364, 4.800000000000001, 5.25004834833752, 0.0, 0b0
lane1.10, 11.206348614910276, 4.800000000000001, 5.5052794802607306, 0.0, 0b0
lane1.10, 11.769650119244883, 4.800000000000001, 5.760750606431396, 0.0, 0b0
lane1.10, 12.358507255416615, 4.800000000000001, 6.016392117003238, 0.0, 0b0
lane1.10, 12.972935122610837, 4.800000000000001, 6.272165226881189, 0.0, 0b0
lane1.10, 13.612945075979264, 4.800000000000001, 6.528033840487349, 0.0, 0b0
lane1.10, 14.278544962716058, 4.800000000000001, 6.783963894248542, 0.0, 0b0
