egoid, lanePos, latPos, speed, latSpeed
lane1.0, 5.1, 4.800000000000001, 26.716925247569424, 48.00000000000001
lane1.0, 7.771692524756942, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 10.443385049513884, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 13.115077574270826, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 15.786770099027768, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 18.458462623784712, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 21.130155148541654, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 23.801847673298596, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 26.473540198055538, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 29.14523272281248, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 31.816925247569422, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 34.488617772326364, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 37.160310297083306, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 39.83200282184025, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 42.50369534659719, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 45.17538787135413, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 47.847080396111075, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 50.51877292086802, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 53.19046544562496, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 55.8621579703819, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 58.53385049513884, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 61.205543019895785, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 63.87723554465273, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 66.54892806940967, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 69.22062059416662, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 71.89231311892357, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 74.56400564368052, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 77.23569816843747, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 79.90739069319442, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 82.57908321795136, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 85.25077574270831, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 87.92246826746526, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 90.59416079222221, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 93.26585331697916, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 95.93754584173611, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 98.60923836649306, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 101.28093089125001, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 103.95262341600696, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 106.6243159407639, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 109.29600846552086, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 111.9677009902778, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 114.63939351503475, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 117.3110860397917, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 119.98277856454865, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 122.6544710893056, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 125.32616361406255, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 127.9978561388195, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 130.66954866357645, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 133.34124118833338, 4.800000000000001, 26.716925247569424, 0.0
lane1.0, 136.0094755358651, 4.790000000000001, 26.647761703064976, -0.09999999999999787
lane1.0, 138.6517517061716, 4.7700000000000005, 26.197761703064977, -0.20000000000000462
lane1.0, 141.2490278764781, 4.740000000000001, 25.747761703064977, -0.2999999999999936
lane1.0, 143.8013040467846, 4.700000000000001, 25.297761703064978, -0.40000000000000036
lane1.0, 146.3085802170911, 4.65, 24.84776170306498, -0.5000000000000071
lane1.0, 148.7708563873976, 4.590000000000001, 24.39776170306498, -0.5999999999999961
lane1.0, 151.1887865584043, 4.5200000000000005, 23.96084171706922, -0.7000000000000028
lane1.0, 153.56676982719847, 4.44, 23.59882365881428, -0.8000000000000007
lane1.0, 155.91177955934415, 4.370000000000001, 23.301370984099478, -0.699999999999994
lane1.0, 158.22972293460407, 4.3100000000000005, 23.057496521098777, -0.600000000000005
lane1.0, 160.52545385244335, 4.250000000000001, 22.857121835686904, -0.5999999999999961
lane1.0, 162.80144381378983, 4.2, 22.66267739124246, -0.5000000000000071
lane1.0, 165.05798933069187, 4.16, 22.468232946798018, -0.40000000000000036
lane1.0, 167.29509040314946, 4.130000000000001, 22.273788502353575, -0.2999999999999936
lane1.0, 169.5127470311626, 4.11, 22.079344057909132, -0.20000000000000462
lane1.0, 171.7109592147313, 4.100000000000001, 21.88489961346469, -0.09999999999998899
lane1.0, 173.88972695385556, 4.100000000000001, 21.690455169020247, 0.0
lane1.0, 176.04905024853537, 4.100000000000001, 21.496010724575804, 0.0
lane1.0, 178.18892909877073, 4.100000000000001, 21.30156628013136, 0.0
lane1.0, 180.30936350456165, 4.100000000000001, 21.107121835686918, 0.0
lane1.0, 182.41035346590812, 4.100000000000001, 20.912677391242475, 0.0
lane1.0, 184.49189898281014, 4.100000000000001, 20.718232946798032, 0.0
